Date      , Rainfall_mm, Year, Month    , Day_of_Month, Day_of_Year, Week_of_Year, Is_Weekend, Cumulative_Monsoon_Rainfall_mm, Days_Since_Last_Rain
30-09-2019,         0  , 2019, September,           30,         273,           40,          0,                           99.1,                   27
01-06-2020,         0  , 2020, June     ,            1,         153,           23,          0,                            0  ,                    1
02-06-2020,         0  , 2020, June     ,            2,         154,           23,          0,                            0  ,                    2
03-06-2020,         0  , 2020, June     ,            3,         155,           23,          0,                            0  ,                    3
04-06-2020,         0  , 2020, June     ,            4,         156,           23,          0,                            0  ,                    4
05-06-2020,         0  , 2020, June     ,            5,         157,           23,          0,                            0  ,                    5
06-06-2020,         0  , 2020, June     ,            6,         158,           23,          0,                            0  ,                    6
07-06-2020,         0  , 2020, June     ,            7,         159,           24,          1,                            0  ,                    7
08-06-2020,         0  , 2020, June     ,            8,         160,           24,          0,                            0  ,                    8
09-06-2020,         0  , 2020, June     ,            9,         161,           24,          0,                            0  ,                    9
10-06-2020,         0  , 2020, June     ,           10,         162,           24,          0,                            0  ,                   10
11-06-2020,         0  , 2020, June     ,           11,         163,           24,          0,                            0  ,                   11
12-06-2020,         0  , 2020, June     ,           12,         164,           24,          0,                            0  ,                   12
13-06-2020,         0  , 2020, June     ,           13,         165,           24,          0,                            0  ,                   13
14-06-2020,         0  , 2020, June     ,           14,         166,           25,          1,                            0  ,                   14
15-06-2020,         0  , 2020, June     ,           15,         167,           25,          0,                            0  ,                   15
16-06-2020,         0  , 2020, June     ,           16,         168,           25,          0,                            0  ,                   16
17-06-2020,         0  , 2020, June     ,           17,         169,           25,          0,                            0  ,                   17
18-06-2020,         0  , 2020, June     ,           18,         170,           25,          0,                            0  ,                   18
19-06-2020,         0  , 2020, June     ,           19,         171,           25,          0,                            0  ,                   19
20-06-2020,         0  , 2020, June     ,           20,         172,           25,          0,                            0  ,                   20
21-06-2020,         0  , 2020, June     ,           21,         173,           26,          1,                            0  ,                   21
22-06-2020,         0  , 2020, June     ,           22,         174,           26,          0,                            0  ,                   22
23-06-2020,         0  , 2020, June     ,           23,         175,           26,          0,                            0  ,                   23
24-06-2020,         5  , 2020, June     ,           24,         176,           26,          0,                            5  ,                    0
25-06-2020,        10.2, 2020, June     ,           25,         177,           26,          0,                           15.2,                    0
26-06-2020,         2.1, 2020, June     ,           26,         178,           26,          0,                           17.3,                    0
27-06-2020,         0  , 2020, June     ,           27,         179,           26,          0,                           17.3,                    1
28-06-2020,         0  , 2020, June     ,           28,         180,           27,          1,                           17.3,                    2
29-06-2020,         0  , 2020, June     ,           29,         181,           27,          0,                           17.3,                    3
30-06-2020,         0  , 2020, June     ,           30,         182,           27,          0,                           17.3,                    4
01-07-2020,         0  , 2020, July     ,            1,         183,           27,          0,                           17.3,                    5
02-07-2020,         0  , 2020, July     ,            2,         184,           27,          0,                           17.3,                    6
03-07-2020,         0  , 2020, July     ,            3,         185,           27,          0,                           17.3,                    7
04-07-2020,         0  , 2020, July     ,            4,         186,           27,          0,                           17.3,                    8
05-07-2020,         0  , 2020, July     ,            5,         187,           28,          1,                           17.3,                    9
06-07-2020,        18.5, 2020, July     ,            6,         188,           28,          0,                           35.8,                    0
07-07-2020,        35.2, 2020, July     ,            7,         189,           28,          0,                           71  ,                    0
08-07-2020,         8.1, 2020, July     ,            8,         190,           28,          0,                           79.1,                    0
09-07-2020,         0  , 2020, July     ,            9,         191,           28,          0,                           79.1,                    1
10-07-2020,         0  , 2020, July     ,           10,         192,           28,          0,                           79.1,                    2
11-07-2020,         0  , 2020, July     ,           11,         193,           28,          0,                           79.1,                    3
12-07-2020,         0  , 2020, July     ,           12,         194,           29,          1,                           79.1,                    4
13-07-2020,         0  , 2020, July     ,           13,         195,           29,          0,                           79.1,                    5
14-07-2020,         0  , 2020, July     ,           14,         196,           29,          0,                           79.1,                    6
15-07-2020,         0  , 2020, July     ,           15,         197,           29,          0,                           79.1,                    7
16-07-2020,         0  , 2020, July     ,           16,         198,           29,          0,                           79.1,                    8
17-07-2020,         0  , 2020, July     ,           17,         199,           29,          0,                           79.1,                    9
18-07-2020,         0  , 2020, July     ,           18,         200,           29,          0,                           79.1,                   10
19-07-2020,         0  , 2020, July     ,           19,         201,           30,          1,                           79.1,                   11
20-07-2020,         0  , 2020, July     ,           20,         202,           30,          0,                           79.1,                   12
21-07-2020,         0  , 2020, July     ,           21,         203,           30,          0,                           79.1,                   13
22-07-2020,         0  , 2020, July     ,           22,         204,           30,          0,                           79.1,                   14
23-07-2020,         0  , 2020, July     ,           23,         205,           30,          0,                           79.1,                   15
24-07-2020,         0  , 2020, July     ,           24,         206,           30,          0,                           79.1,                   16
25-07-2020,         0  , 2020, July     ,           25,         207,           30,          0,                           79.1,                   17
26-07-2020,         0  , 2020, July     ,           26,         208,           31,          1,                           79.1,                   18
27-07-2020,         0  , 2020, July     ,           27,         209,           31,          0,                           79.1,                   19
28-07-2020,         0  , 2020, July     ,           28,         210,           31,          0,                           79.1,                   20
29-07-2020,         0  , 2020, July     ,           29,         211,           31,          0,                           79.1,                   21
30-07-2020,         0  , 2020, July     ,           30,         212,           31,          0,                           79.1,                   22
31-07-2020,         0  , 2020, July     ,           31,         213,           31,          0,                           79.1,                   23
01-08-2020,        20.5, 2020, August   ,            1,         214,           31,          0,                           99.6,                    0
02-08-2020,        40.1, 2020, August   ,            2,         215,           32,          1,                          139.7,                    0
03-08-2020,        10.3, 2020, August   ,            3,         216,           32,          0,                          150  ,                    0
04-08-2020,         0  , 2020, August   ,            4,         217,           32,          0,                          150  ,                    1
05-08-2020,         0  , 2020, August   ,            5,         218,           32,          0,                          150  ,                    2
06-08-2020,         0  , 2020, August   ,            6,         219,           32,          0,                          150  ,                    3
07-08-2020,         0  , 2020, August   ,            7,         220,           32,          0,                          150  ,                    4
08-08-2020,         0  , 2020, August   ,            8,         221,           32,          0,                          150  ,                    5
09-08-2020,         0  , 2020, August   ,            9,         222,           33,          1,                          150  ,                    6
10-08-2020,         0  , 2020, August   ,           10,         223,           33,          0,                          150  ,                    7
11-08-2020,         0  , 2020, August   ,           11,         224,           33,          0,                          150  ,                    8
12-08-2020,         0  , 2020, August   ,           12,         225,           33,          0,                          150  ,                    9
13-08-2020,         0  , 2020, August   ,           13,         226,           33,          0,                          150  ,                   10
14-08-2020,         0  , 2020, August   ,           14,         227,           33,          0,                          150  ,                   11
15-08-2020,         0  , 2020, August   ,           15,         228,           33,          0,                          150  ,                   12
16-08-2020,         0  , 2020, August   ,           16,         229,           34,          1,                          150  ,                   13
17-08-2020,         0  , 2020, August   ,           17,         230,           34,          0,                          150  ,                   14
18-08-2020,         0  , 2020, August   ,           18,         231,           34,          0,                          150  ,                   15
19-08-2020,         0  , 2020, August   ,           19,         232,           34,          0,                          150  ,                   16
20-08-2020,         0  , 2020, August   ,           20,         233,           34,          0,                          150  ,                   17
21-08-2020,         0  , 2020, August   ,           21,         234,           34,          0,                          150  ,                   18
22-08-2020,         0  , 2020, August   ,           22,         235,           34,          0,                          150  ,                   19
23-08-2020,         0  , 2020, August   ,           23,         236,           35,          1,                          150  ,                   20
24-08-2020,         0  , 2020, August   ,           24,         237,           35,          0,                          150  ,                   21
25-08-2020,         0  , 2020, August   ,           25,         238,           35,          0,                          150  ,                   22
26-08-2020,         0  , 2020, August   ,           26,         239,           35,          0,                          150  ,                   23
27-08-2020,         0  , 2020, August   ,           27,         240,           35,          0,                          150  ,                   24
28-08-2020,         0  , 2020, August   ,           28,         241,           35,          0,                          150  ,                   25
29-08-2020,         0  , 2020, August   ,           29,         242,           35,          0,                          150  ,                   26
30-08-2020,         0  , 2020, August   ,           30,         243,           36,          1,                          150  ,                   27
31-08-2020,         0  , 2020, August   ,           31,         244,           36,          0,                          150  ,                   28
01-09-2020,        10.5, 2020, September,            1,         245,           36,          0,                          160.5,                    0
02-09-2020,        25.3, 2020, September,            2,         246,           36,          0,                          185.8,                    0
03-09-2020,         6.2, 2020, September,            3,         247,           36,          0,                          192  ,                    0
04-09-2020,         0  , 2020, September,            4,         248,           36,          0,                          192  ,                    1
05-09-2020,         0  , 2020, September,            5,         249,           36,          0,                          192  ,                    2
06-09-2020,         0  , 2020, September,            6,         250,           37,          1,                          192  ,                    3
07-09-2020,         0  , 2020, September,            7,         251,           37,          0,                          192  ,                    4
08-09-2020,         0  , 2020, September,            8,         252,           37,          0,                          192  ,                    5
09-09-2020,         0  , 2020, September,            9,         253,           37,          0,                          192  ,                    6
10-09-2020,         0  , 2020, September,           10,         254,           37,          0,                          192  ,                    7
11-09-2020,         0  , 2020, September,           11,         255,           37,          0,                          192  ,                    8
12-09-2020,         0  , 2020, September,           12,         256,           37,          0,                          192  ,                    9
13-09-2020,         0  , 2020, September,           13,         257,           38,          1,                          192  ,                   10
14-09-2020,         0  , 2020, September,           14,         258,           38,          0,                          192  ,                   11
15-09-2020,         0  , 2020, September,           15,         259,           38,          0,                          192  ,                   12
16-09-2020,         0  , 2020, September,           16,         260,           38,          0,                          192  ,                   13
17-09-2020,         0  , 2020, September,           17,         261,           38,          0,                          192  ,                   14
18-09-2020,         0  , 2020, September,           18,         262,           38,          0,                          192  ,                   15
19-09-2020,         0  , 2020, September,           19,         263,           38,          0,                          192  ,                   16
20-09-2020,         0  , 2020, September,           20,         264,           39,          1,                          192  ,                   17
21-09-2020,         0  , 2020, September,           21,         265,           39,          0,                          192  ,                   18
22-09-2020,         0  , 2020, September,           22,         266,           39,          0,                          192  ,                   19
23-09-2020,         0  , 2020, September,           23,         267,           39,          0,                          192  ,                   20
24-09-2020,         0  , 2020, September,           24,         268,           39,          0,                          192  ,                   21
25-09-2020,         0  , 2020, September,           25,         269,           39,          0,                          192  ,                   22
26-09-2020,         0  , 2020, September,           26,         270,           39,          0,                          192  ,                   23
27-09-2020,         0  , 2020, September,           27,         271,           40,          1,                          192  ,                   24
28-09-2020,         0  , 2020, September,           28,         272,           40,          0,                          192  ,                   25
29-09-2020,         0  , 2020, September,           29,         273,           40,          0,                          192  ,                   26
30-09-2020,         0  , 2020, September,           30,         274,           40,          0,                          192  ,                   27
01-06-2021,         0  , 2021, June     ,            1,         152,           22,          0,                            0  ,                    1
02-06-2021,         0  , 2021, June     ,            2,         153,           22,          0,                            0  ,                    2
03-06-2021,         0  , 2021, June     ,            3,         154,           22,          0,                            0  ,                    3
04-06-2021,         0  , 2021, June     ,            4,         155,           22,          0,                            0  ,                    4
05-06-2021,         0  , 2021, June     ,            5,         156,           22,          0,                            0  ,                    5
06-06-2021,         0  , 2021, June     ,            6,         157,           23,          1,                            0  ,                    6
07-06-2021,         0  , 2021, June     ,            7,         158,           23,          0,                            0  ,                    7
08-06-2021,         0  , 2021, June     ,            8,         159,           23,          0,                            0  ,                    8
09-06-2021,         0  , 2021, June     ,            9,         160,           23,          0,                            0  ,                    9
10-06-2021,         0  , 2021, June     ,           10,         161,           23,          0,                            0  ,                   10
11-06-2021,         0  , 2021, June     ,           11,         162,           23,          0,                            0  ,                   11
12-06-2021,         0  , 2021, June     ,           12,         163,           23,          0,                            0  ,                   12
13-06-2021,         0  , 2021, June     ,           13,         164,           24,          1,                            0  ,                   13
14-06-2021,         0  , 2021, June     ,           14,         165,           24,          0,                            0  ,                   14
15-06-2021,         0  , 2021, June     ,           15,         166,           24,          0,                            0  ,                   15
16-06-2021,         0  , 2021, June     ,           16,         167,           24,          0,                            0  ,                   16
17-06-2021,         0  , 2021, June     ,           17,         168,           24,          0,                            0  ,                   17
18-06-2021,         0  , 2021, June     ,           18,         169,           24,          0,                            0  ,                   18
19-06-2021,         0  , 2021, June     ,           19,         170,           24,          0,                            0  ,                   19
20-06-2021,         0  , 2021, June     ,           20,         171,           25,          1,                            0  ,                   20
21-06-2021,         0  , 2021, June     ,           21,         172,           25,          0,                            0  ,                   21
22-06-2021,         0  , 2021, June     ,           22,         173,           25,          0,                            0  ,                   22
23-06-2021,         0  , 2021, June     ,           23,         174,           25,          0,                            0  ,                   23
24-06-2021,         0  , 2021, June     ,           24,         175,           25,          0,                            0  ,                   24
25-06-2021,         0  , 2021, June     ,           25,         176,           25,          0,                            0  ,                   25
26-06-2021,         0  , 2021, June     ,           26,         177,           25,          0,                            0  ,                   26
27-06-2021,         0  , 2021, June     ,           27,         178,           26,          1,                            0  ,                   27
28-06-2021,         0  , 2021, June     ,           28,         179,           26,          0,                            0  ,                   28
29-06-2021,         0  , 2021, June     ,           29,         180,           26,          0,                            0  ,                   29
30-06-2021,         0  , 2021, June     ,           30,         181,           26,          0,                            0  ,                   30
01-07-2021,         0  , 2021, July     ,            1,         182,           26,          0,                            0  ,                   31
02-07-2021,         0  , 2021, July     ,            2,         183,           26,          0,                            0  ,                   32
03-07-2021,         0  , 2021, July     ,            3,         184,           26,          0,                            0  ,                   33
04-07-2021,         0  , 2021, July     ,            4,         185,           27,          1,                            0  ,                   34
05-07-2021,         0  , 2021, July     ,            5,         186,           27,          0,                            0  ,                   35
06-07-2021,         0  , 2021, July     ,            6,         187,           27,          0,                            0  ,                   36
07-07-2021,         0  , 2021, July     ,            7,         188,           27,          0,                            0  ,                   37
08-07-2021,         0  , 2021, July     ,            8,         189,           27,          0,                            0  ,                   38
09-07-2021,         0  , 2021, July     ,            9,         190,           27,          0,                            0  ,                   39
10-07-2021,         0  , 2021, July     ,           10,         191,           27,          0,                            0  ,                   40
11-07-2021,         0  , 2021, July     ,           11,         192,           28,          1,                            0  ,                   41
12-07-2021,         0  , 2021, July     ,           12,         193,           28,          0,                            0  ,                   42
13-07-2021,        10.1, 2021, July     ,           13,         194,           28,          0,                           10.1,                    0
14-07-2021,        25.5, 2021, July     ,           14,         195,           28,          0,                           35.6,                    0
15-07-2021,         5.2, 2021, July     ,           15,         196,           28,          0,                           40.8,                    0
16-07-2021,         0  , 2021, July     ,           16,         197,           28,          0,                           40.8,                    1
17-07-2021,         0  , 2021, July     ,           17,         198,           28,          0,                           40.8,                    2
18-07-2021,         0  , 2021, July     ,           18,         199,           29,          1,                           40.8,                    3
19-07-2021,         0  , 2021, July     ,           19,         200,           29,          0,                           40.8,                    4
20-07-2021,         0  , 2021, July     ,           20,         201,           29,          0,                           40.8,                    5
21-07-2021,         0  , 2021, July     ,           21,         202,           29,          0,                           40.8,                    6
22-07-2021,         0  , 2021, July     ,           22,         203,           29,          0,                           40.8,                    7
23-07-2021,         0  , 2021, July     ,           23,         204,           29,          0,                           40.8,                    8
24-07-2021,         0  , 2021, July     ,           24,         205,           29,          0,                           40.8,                    9
25-07-2021,         0  , 2021, July     ,           25,         206,           30,          1,                           40.8,                   10
26-07-2021,         0  , 2021, July     ,           26,         207,           30,          0,                           40.8,                   11
27-07-2021,         0  , 2021, July     ,           27,         208,           30,          0,                           40.8,                   12
28-07-2021,         0  , 2021, July     ,           28,         209,           30,          0,                           40.8,                   13
29-07-2021,         0  , 2021, July     ,           29,         210,           30,          0,                           40.8,                   14
30-07-2021,         0  , 2021, July     ,           30,         211,           30,          0,                           40.8,                   15
31-07-2021,         0  , 2021, July     ,           31,         212,           30,          0,                           40.8,                   16
01-08-2021,        35  , 2021, August   ,            1,         213,           31,          1,                           75.8,                    0
02-08-2021,        75.5, 2021, August   ,            2,         214,           31,          0,                          151.3,                    0
03-08-2021,        20.1, 2021, August   ,            3,         215,           31,          0,                          171.4,                    0
04-08-2021,         0  , 2021, August   ,            4,         216,           31,          0,                          171.4,                    1
05-08-2021,         0  , 2021, August   ,            5,         217,           31,          0,                          171.4,                    2
06-08-2021,         0  , 2021, August   ,            6,         218,           31,          0,                          171.4,                    3
07-08-2021,         0  , 2021, August   ,            7,         219,           31,          0,                          171.4,                    4
08-08-2021,         0  , 2021, August   ,            8,         220,           32,          1,                          171.4,                    5
09-08-2021,         0  , 2021, August   ,            9,         221,           32,          0,                          171.4,                    6
10-08-2021,         0  , 2021, August   ,           10,         222,           32,          0,                          171.4,                    7
11-08-2021,         0  , 2021, August   ,           11,         223,           32,          0,                          171.4,                    8
12-08-2021,         0  , 2021, August   ,           12,         224,           32,          0,                          171.4,                    9
13-08-2021,         0  , 2021, August   ,           13,         225,           32,          0,                          171.4,                   10
14-08-2021,         0  , 2021, August   ,           14,         226,           32,          0,                          171.4,                   11
15-08-2021,         0  , 2021, August   ,           15,         227,           33,          1,                          171.4,                   12
16-08-2021,         0  , 2021, August   ,           16,         228,           33,          0,                          171.4,                   13
17-08-2021,         0  , 2021, August   ,           17,         229,           33,          0,                          171.4,                   14
18-08-2021,         0  , 2021, August   ,           18,         230,           33,          0,                          171.4,                   15
19-08-2021,         0  , 2021, August   ,           19,         231,           33,          0,                          171.4,                   16
20-08-2021,         0  , 2021, August   ,           20,         232,           33,          0,                          171.4,                   17
21-08-2021,         0  , 2021, August   ,           21,         233,           33,          0,                          171.4,                   18
22-08-2021,         0  , 2021, August   ,           22,         234,           34,          1,                          171.4,                   19
23-08-2021,         0  , 2021, August   ,           23,         235,           34,          0,                          171.4,                   20
24-08-2021,         0  , 2021, August   ,           24,         236,           34,          0,                          171.4,                   21
25-08-2021,         0  , 2021, August   ,           25,         237,           34,          0,                          171.4,                   22
26-08-2021,         0  , 2021, August   ,           26,         238,           34,          0,                          171.4,                   23
27-08-2021,         0  , 2021, August   ,           27,         239,           34,          0,                          171.4,                   24
28-08-2021,         0  , 2021, August   ,           28,         240,           34,          0,                          171.4,                   25
29-08-2021,         0  , 2021, August   ,           29,         241,           35,          1,                          171.4,                   26
30-08-2021,         0  , 2021, August   ,           30,         242,           35,          0,                          171.4,                   27
31-08-2021,         0  , 2021, August   ,           31,         243,           35,          0,                          171.4,                   28
01-09-2021,       112.1, 2021, September,            1,         244,           35,          0,                          283.5,                    0
02-09-2021,       117.7, 2021, September,            2,         245,           35,          0,                          401.2,                    0
03-09-2021,        30.5, 2021, September,            3,         246,           35,          0,                          431.7,                    0
04-09-2021,         0  , 2021, September,            4,         247,           35,          0,                          431.7,                    1
05-09-2021,         0  , 2021, September,            5,         248,           36,          1,                          431.7,                    2
06-09-2021,         0  , 2021, September,            6,         249,           36,          0,                          431.7,                    3
07-09-2021,         0  , 2021, September,            7,         250,           36,          0,                          431.7,                    4
08-09-2021,         0  , 2021, September,            8,         251,           36,          0,                          431.7,                    5
09-09-2021,         0  , 2021, September,            9,         252,           36,          0,                          431.7,                    6
10-09-2021,         0  , 2021, September,           10,         253,           36,          0,                          431.7,                    7
11-09-2021,         0  , 2021, September,           11,         254,           36,          0,                          431.7,                    8
12-09-2021,         0  , 2021, September,           12,         255,           37,          1,                          431.7,                    9
13-09-2021,         0  , 2021, September,           13,         256,           37,          0,                          431.7,                   10
14-09-2021,         0  , 2021, September,           14,         257,           37,          0,                          431.7,                   11
15-09-2021,         0  , 2021, September,           15,         258,           37,          0,                          431.7,                   12
16-09-2021,         0  , 2021, September,           16,         259,           37,          0,                          431.7,                   13
17-09-2021,         0  , 2021, September,           17,         260,           37,          0,                          431.7,                   14
18-09-2021,         0  , 2021, September,           18,         261,           37,          0,                          431.7,                   15
19-09-2021,         0  , 2021, September,           19,         262,           38,          1,                          431.7,                   16
20-09-2021,         0  , 2021, September,           20,         263,           38,          0,                          431.7,                   17
21-09-2021,         0  , 2021, September,           21,         264,           38,          0,                          431.7,                   18
22-09-2021,         0  , 2021, September,           22,         265,           38,          0,                          431.7,                   19
23-09-2021,         0  , 2021, September,           23,         266,           38,          0,                          431.7,                   20
24-09-2021,         0  , 2021, September,           24,         267,           38,          0,                          431.7,                   21
25-09-2021,         0  , 2021, September,           25,         268,           38,          0,                          431.7,                   22
26-09-2021,         0  , 2021, September,           26,         269,           39,          1,                          431.7,                   23
27-09-2021,         0  , 2021, September,           27,         270,           39,          0,                          431.7,                   24
28-09-2021,         0  , 2021, September,           28,         271,           39,          0,                          431.7,                   25
29-09-2021,         0  , 2021, September,           29,         272,           39,          0,                          431.7,                   26
30-09-2021,         0  , 2021, September,           30,         273,           39,          0,                          431.7,                   27
01-06-2022,         0  , 2022, June     ,            1,         152,           22,          0,                            0  ,                    1
02-06-2022,         0  , 2022, June     ,            2,         153,           22,          0,                            0  ,                    2
03-06-2022,         0  , 2022, June     ,            3,         154,           22,          0,                            0  ,                    3
04-06-2022,         0  , 2022, June     ,            4,         155,           22,          0,                            0  ,                    4
05-06-2022,         0  , 2022, June     ,            5,         156,           23,          1,                            0  ,                    5
06-06-2022,         0  , 2022, June     ,            6,         157,           23,          0,                            0  ,                    6
07-06-2022,         0  , 2022, June     ,            7,         158,           23,          0,                            0  ,                    7
08-06-2022,         0  , 2022, June     ,            8,         159,           23,          0,                            0  ,                    8
09-06-2022,         0  , 2022, June     ,            9,         160,           23,          0,                            0  ,                    9
10-06-2022,         0  , 2022, June     ,           10,         161,           23,          0,                            0  ,                   10
11-06-2022,         0  , 2022, June     ,           11,         162,           23,          0,                            0  ,                   11
12-06-2022,         0  , 2022, June     ,           12,         163,           24,          1,                            0  ,                   12
13-06-2022,         0  , 2022, June     ,           13,         164,           24,          0,                            0  ,                   13
14-06-2022,         0  , 2022, June     ,           14,         165,           24,          0,                            0  ,                   14
15-06-2022,         0  , 2022, June     ,           15,         166,           24,          0,                            0  ,                   15
16-06-2022,         0  , 2022, June     ,           16,         167,           24,          0,                            0  ,                   16
17-06-2022,         0  , 2022, June     ,           17,         168,           24,          0,                            0  ,                   17
18-06-2022,         0  , 2022, June     ,           18,         169,           24,          0,                            0  ,                   18
19-06-2022,         0  , 2022, June     ,           19,         170,           25,          1,                            0  ,                   19
20-06-2022,         0  , 2022, June     ,           20,         171,           25,          0,                            0  ,                   20
21-06-2022,         0  , 2022, June     ,           21,         172,           25,          0,                            0  ,                   21
22-06-2022,         0  , 2022, June     ,           22,         173,           25,          0,                            0  ,                   22
23-06-2022,         0  , 2022, June     ,           23,         174,           25,          0,                            0  ,                   23
24-06-2022,         0  , 2022, June     ,           24,         175,           25,          0,                            0  ,                   24
25-06-2022,         0  , 2022, June     ,           25,         176,           25,          0,                            0  ,                   25
26-06-2022,         0  , 2022, June     ,           26,         177,           26,          1,                            0  ,                   26
27-06-2022,         5  , 2022, June     ,           27,         178,           26,          0,                            5  ,                    0
28-06-2022,        10.2, 2022, June     ,           28,         179,           26,          0,                           15.2,                    0
29-06-2022,         2.5, 2022, June     ,           29,         180,           26,          0,                           17.7,                    0
30-06-2022,         0  , 2022, June     ,           30,         181,           26,          0,                           17.7,                    1
01-07-2022,         0  , 2022, July     ,            1,         182,           26,          0,                           17.7,                    2
02-07-2022,         0  , 2022, July     ,            2,         183,           26,          0,                           17.7,                    3
03-07-2022,         0  , 2022, July     ,            3,         184,           27,          1,                           17.7,                    4
04-07-2022,         0  , 2022, July     ,            4,         185,           27,          0,                           17.7,                    5
05-07-2022,         0  , 2022, July     ,            5,         186,           27,          0,                           17.7,                    6
06-07-2022,        15.1, 2022, July     ,            6,         187,           27,          0,                           32.8,                    0
07-07-2022,        30.5, 2022, July     ,            7,         188,           27,          0,                           63.3,                    0
08-07-2022,         8.2, 2022, July     ,            8,         189,           27,          0,                           71.5,                    0
09-07-2022,         0  , 2022, July     ,            9,         190,           27,          0,                           71.5,                    1
10-07-2022,         0  , 2022, July     ,           10,         191,           28,          1,                           71.5,                    2
11-07-2022,         0  , 2022, July     ,           11,         192,           28,          0,                           71.5,                    3
12-07-2022,         0  , 2022, July     ,           12,         193,           28,          0,                           71.5,                    4
13-07-2022,         0  , 2022, July     ,           13,         194,           28,          0,                           71.5,                    5
14-07-2022,         0  , 2022, July     ,           14,         195,           28,          0,                           71.5,                    6
15-07-2022,         0  , 2022, July     ,           15,         196,           28,          0,                           71.5,                    7
16-07-2022,         0  , 2022, July     ,           16,         197,           28,          0,                           71.5,                    8
17-07-2022,         0  , 2022, July     ,           17,         198,           29,          1,                           71.5,                    9
18-07-2022,         0  , 2022, July     ,           18,         199,           29,          0,                           71.5,                   10
19-07-2022,         0  , 2022, July     ,           19,         200,           29,          0,                           71.5,                   11
20-07-2022,         0  , 2022, July     ,           20,         201,           29,          0,                           71.5,                   12
21-07-2022,         0  , 2022, July     ,           21,         202,           29,          0,                           71.5,                   13
22-07-2022,         0  , 2022, July     ,           22,         203,           29,          0,                           71.5,                   14
23-07-2022,         0  , 2022, July     ,           23,         204,           29,          0,                           71.5,                   15
24-07-2022,         0  , 2022, July     ,           24,         205,           30,          1,                           71.5,                   16
25-07-2022,         0  , 2022, July     ,           25,         206,           30,          0,                           71.5,                   17
26-07-2022,         0  , 2022, July     ,           26,         207,           30,          0,                           71.5,                   18
27-07-2022,         0  , 2022, July     ,           27,         208,           30,          0,                           71.5,                   19
28-07-2022,         0  , 2022, July     ,           28,         209,           30,          0,                           71.5,                   20
